product,categoryid
"['口', '端口', '镜像', '交换机']",14
"['飚', '王', '台式机', '寸', '串口', '移动', '硬盘盒']",14
"['骐源', '小', '风扇', '风扇', '迷你', '风扇', '电池', '两用', '小', '电扇', '软叶', '静音', '办公', '用扇', '粉色']",14
"['医学', '三基', '训练', '考试', '宝典', '皮肤性病', '科考', '试题库', '软件']",14
"['忆捷', '移动硬盘', '不锈钢', '全盘', '加密']",14
"['玩感', '拍', '客户', '外', '自行车', '无线', '高清', '运动', '摄像机', '防水', '防尘', '防', '摔', '防震', '四防', '白色']",14
"['金士顿', '骇客', '神条', '系列', '台式机', '内存']",14
"['电源', '标长', '两用', '机架式', '塔式']",14
"['酷倍', '达纯', '黑', '无', '涂层', '特殊', '布料', '鼠标垫', '加长']",14
"['创新', '科技', '卡西欧', '计算器', '商务', '办公', '摇头', '系列', '位', '双重', '电源', '个装']",14
"['索尼', '高清', '家用', '商务', '教育', '无线网络', '投影机']",14
"['玩味', '风朝凰', '精装', '笔记本', '黄色', '中']",14
"['富甲', '保险柜', '免费', '送货上门', '区别', '北京', '六环内']",14
"['顺丰', '货到付款', '百度', '影棒', '网络', '播放器', '高清', '网络', '电视', '机顶盒', '网络', '机顶盒', '电视', '盒子', '标准版']",14
"['希捷', '转', '秒', '台式机', '硬盘', '联强', '盒装', '正品']",14
"['雷柏', '无线', '光电鼠标']",14
"['卡西欧', '学生', '科学', '高考', '计算器']",14
"['当当', '自营', '惠普', '黑色', '硒鼓', '适用']",14
"['联想', '英寸', '超极本', '电脑', '触摸屏', '官方', '标配']",14
"['胜创', '俏', '碟', '盘', '高速', '优盘', '粉红色']",14
"['华硕', '英寸', '笔记本电脑', '独显', '暖', '金色']",14
"['微星', '主板']",14
"['日照', '鑫', '胶套', '本', '夏日', '冰淋页', '文具', '道', '林', '可爱', '清新', '糖果', '色笔', '记事本', '子本装']",14
"['信发', '办公', '高档', '笔记本', '高级', '商务', '记事本', '仿皮', '复古', '挂', '坠', '活页', '记事', '薄', '办公', '文具', '蓝色']",14
"['戴尔', '服务器', '冷', '插拔']",14
"['宏碁', '可', '壁挂', '寸', '液晶', '显示器', '全国', '联保', '三年']",14
"['东芝', '黑白', '复合机', '复印', '网络', '双面', '打印', '网络', '彩色', '双', '纸盒', '盖板', '机型']",14
"['机器', '酷搏', '双模', '双振', '电脑游戏', '手柄', '深海蓝', '包邮']",14
"['阮氏单', '班次', '指纹', '考勤机', '打卡机', '指纹', '机', '签到', '机免', '软件', '盘']",14
"['九州', '风神', '风翼', '显卡', '散热器', '双', '热管']",14
"['七彩虹', '烈焰', '战神', '显卡', '位']",14
"['艾硕四核', '台式机', '独显', '电脑主机', '游戏', '品牌', '电脑内存', '显卡']",14
"['胜为', '米', '单模', '双芯', '电信', '级', '光纤', '跳线', '黄色']",14
"['道', '林', '怀旧', '加厚', '硬', '布面', '分类', '笔记', '事', '本子', '活页', '本老', '相机']",14
"['爱宝', '双屏', '触摸', '收款机', '黑色']",14
"['寸超', '静音', '纯', '金属', '度', '旋转', '风扇', '小', '风扇', '迷你', '小', '风扇', '电风扇', '蓝色']",14
"['全汉', '电源', '黑骑士', '银牌', '日系度', '大', '电容', '极致', '静音', '烤', '漆']",14
"['财务', '办公', '票据', '报销', '单', '用友', '立信', '原始', '记账', '凭证', '借款单', '本装']",14
"['谷客', '免驱', '摄像头', '六灯', '夜视', '金属', '吸盘']",14
"['蒙恬', '简报', '无影', '笔', '手写板', '双', '无线', '手写板', '支持', '苹果', '系统', '特价', '抢购']",14
"['猫', '宽带', '猫', '电信', '猫', '路由器', '无线', '一体', '路由', '猫', '一体机']",14
"['摩拉', '罗拉', '无线', '激光', '条码', '扫描枪']",14
"['手机', '数据线', '线缆', '七色', '心情', '扎线', '带', '绑线', '带', '魔术', '贴', '条装', '七色']",14
"['松下', '热敏', '传真机', '黑色']",14
"['高科诺', '双核', '网络', '机顶盒', '无线', '高清', '播放器', '双核', '网络', '电视', '机顶盒', '子', '有线', '连接']",14
"['新贵', '自由', '豹', '尚品', '无线', '鼠标']",14
"['华硕主', '板']",14
"['飞利浦', '高清', '播放器']",14
"['正优', '新力牌', '手动', '油墨', '打码机', '号码', '印码', '机打', '生产日期', '批号', '位', '数字', '印章']",14
"['华为', '电信', '上网卡', '升级版', '无线', '上网卡', '终端设备', '新品']",14
"['慧祥', '投影机', '灯泡', '适用', '于', '日立']",14
"['北通', '神鹰', '正式版', '电脑', '无线', '震动', '游戏', '手柄']",14
"['日立', '英寸', '转', '笔记本', '硬盘', '标准', '厚度', '日立', '更换', '新']",14
"['联通', '上网卡', '华为', '无线', '设备', '卡托', '终端', '卡托', '设备', '半年', '卡']",14
"['创新', '科技', '得力', '得力', '孔', '文件夹', '得力', '型二孔', '文件夹']",14
"['威', '诺思', '计算器', '一台', '装']",14
"['上海', '办公', '家具', '办公', '钢制', '文件柜', '办公', '铁皮柜', '资料', '柜', '档案柜']",14
"['口', '有线', '多', '动能', '宽带', '路由器', '流量', '控制']",14
"['东芝', '寸', '黑', '甲虫', '黑色', '移动硬盘']",14
"['斐讯', '宽带', '猫', '调制解调器', '防雷']",14
"['博数', '计算器', '一只', '装']",14
"['北通龙腾', '纪念版', '北通', '手柄', '龙盾', '版', '电脑游戏', '手柄', '支持', '货到付款', '富达', '彭成', '数码', '专营店']",14
"['得力', '进口', '油墨', '中性笔', '黑色', '支盒']",14
"['新品', '首发', '雷蛇', '海神', '无线', '蓝牙', '音乐', '耳机']",14
"['路尔新', '泡沫', '清洁', '套装', '电脑', '清洁', '套装', '电脑', '笔记本', '电视机', '清洁']",14
"['壹诺', '惠普', '墨水', '号', '墨盒', '套装']",14
"['宝得丽', '投影机', '灯泡', '适用', '于', '松下']",14
"['卡西欧', '显示屏', '扫描', '窗口']",14
"['思笔乐', '白板', '记号笔', '红', '单支']",14
"['紫光', '摄像头', '万', '像素', '无驱', '笔记本', '液晶', '专用', '多功能', '底', '坐', '液晶', '笔记本', '专用']",14
"['佳能', '照片', '青色', '墨盒', '适用', '机型']",14
"['花花公子', '宝珠笔', '巨蟹座', '经典', '蓝白', '夹']",14
"['白雪', '袋直', '液式', '换囊', '钢笔', '墨囊', '黑色', '墨水', '支', '袋装']",14
"['皮尔卡丹', '平板', '电脑', '极速', '双核', '正品', '寸', '前后', '双置', '摄像头', '白色', '官方', '标配']",14
"['瑞弛', '上网卡', '电信', '天翼网', '时空', '免驱', '烤', '漆', '机身', '速度', '快', '信号', '强']",14
"['富士施乐', '黑白', '激光', '一体机', '打印', '复印', '扫描']",14
"['宽带', '猫', '调制解调器', '猫', '电脑', '宽带', '猫']",14
"['莱斯', '系列', '英寸', '移动硬盘']",14
"['华硕', '口', '交换机']",14
"['高仕', '棕色', '行政', '笔记本']",14
"['宇轩', '路', '双向', '视频', '路', '双向', '音频', '光端机', '视频', '光端机']",14
"['格唯', '打印机', '墨水', '墨盒', '墨盒', '墨水']",14
"['智通', '打印机', '硒鼓', '佳能', '硒鼓', '适用', '于']",14
"['普联', '多功能', '无', '线路', '由', '一体机', '宽带', '猫', '路由器', '交换机']",14
"['奥睿', '科寸', '串口', '硬盘盒', '免', '工具', '抽取', '盒', '内置', '光驱', '位带', '电源开关']",14
"['范罗士', '碎纸机']",14
"['技嘉', '显卡', '芯片组']",14
"['联想', '集成', '英寸', '台式机']",14
"['东芝', '黑色', '墨粉', '适用']",14
"['优邦', '幻彩', '系列', '页', '办公', '资料册', '浅蓝色']",14
"['纵横', '机柜', '系列', '深', '专用', '托盘']",14
"['送', '网线', '限时', '特惠', '全新', '正品', '无线电', '力猫', '一对', '无线', '路由器', '扩展器', '无线电', '力猫', '路由器', '无线', '路由器']",14
"['恩杰', '黑色', '全', '塔式', '机箱', '完全', '模块化', '全封闭', '钢材', '质', '静音', '机箱']",14
"['未来', '人类', '英寸', '游戏', '本', '固态', '硬盘', '骨灰级', '独显', '黑']",14
"['防尘', '性', '绝佳', '投影仪', '爱普生', '投影机', '分辨率']",14
"['华为', '无线', '路由器', '宽带', '一体机', '上网', '猫', '穿墙', '王', '内置', '双', '天线']",14
"['联华', '复古', '花卉', '硬', '抄本']",14
"['三星', '平板', '电脑', '白色']",14
"['威高', '电脑', '清洁用品', '电脑', '二合一', '清洁', '套装']",14
"['得力', '页', '资料册', '颜色', '随机']",14
"['科密', '点钞机']",14
"['无线', '上网卡', '电信', '华为', '上网卡', '旋转', '终端', '上网卡', '无线', '上网卡', '电信', '华为', '旋转', '上网卡']",14
"['三星', '液晶', '平板电视', '支持']",14
"['得力', '离子', '净', '碎纸机', '电动', '办公', '静音', '碎卡', '光盘', '净化', '室内空气']",14
"['投影机', '灯泡', '适用', '于', '索尼', '投影机']",14
"['天威', '浅红', '墨盒']",14
"['高亮', '商教', '投影仪', '夏普', '投影机', '流明']",14
"['迪兰', '恒进', '显卡', '芯片组']",14
"['得力', '文件袋', '彩色', '拉链', '网格', '袋', '资料袋', '文具', '收纳袋', '拉边袋']",14
"['水星', '日夜', '型', '无线网络', '摄像机']",14
"['惠普', '硒鼓', '硒鼓', '硒鼓']",14
"['金通', '贸易', '飞利浦', '英寸', '宽屏', '液晶', '显示器', '正品', '行货', '放心', '购买']",14
"['爱普生', '平板式', '扫描仪']",14
"['电信', '级', '五条', '光纤', '跳线', '尾纤米', '单模', '单芯']",14
"['理光', '幅面', '张', '彩色', '数码', '复合机', '主机']",14
"['惠威', '多媒体', '音箱', '声道', '音箱']",14
"['华为', '寸', '平板', '电脑', '电容', '屏安卓']",14
"['特洛', '利', '电脑', '外置', '声卡', '环绕', '立体声', '即插即用']",14
"['纽曼', '速', '婚庆', '系列', '桶装', '片', '刻录盘']",14
"['得力', '智能', '指纹', '考勤机', '彩屏', '真人', '语音']",14
"['戴尔', '笔记本电脑', '内置', '蓝光刻', '录', '光驱', '播放机', '驱动器', '刻录机', '串口', '接口', '适用', '于']",14
"['振华', '额定', '冰山', '金蝶', '战斗', '版', '电源', '金牌', '支持', '背线', '年', '保固']",14
"['多彩', '电脑', '电源', '超霸', '风', '系列', '静音版', '含', '电源线']",14
"['爱普生', '家庭影院', '投影机']",14
"['刻字机', '标签', '打印机', '三盘', '刻字机']",14
"['飚', '王', '笔记本', '寸', '串口', '移动', '硬盘盒']",14
"['清华紫光', '手持式', '扫描仪']",14
"['寸厚', '塑封', '膜', '过', '塑膜', '护卡膜', '封', '塑膜', '塑封机', '耗材']",14
"['思科', '路由器']",14
"['多彩', '机电', '套装', '标配', '电源', '额定', '固态', '硬盘', '迷你', '时尚', '黑色']",14
"['博', '大致', '睿', '全国', '主管', '技师', '营养', '题库', '软件', '历年', '真题']",14
"['宝得丽', '投影机', '灯泡', '适用', '于', '爱普生']",14
"['智多星', '面板', '模块', '满包', '邮', '特价', '超值版', '工程', '级', '防尘', '电脑网络', '宽带', '线缆', '信息', '接', '双孔', '面板', '网络', '模块', '电话', '模块']",14
"['虎牌', '五节', '系列', '商用', '办公', '家具', '文件柜', '铁皮柜', '五节', '十门']",14
"['戴尔', '商用', '台式机', '内存', '硬盘', '刻录', '年', '上门']",14
"['预售', '天敏', '四核', '高清', '网络', '播放器', '无线网络', '智能', '电视', '机顶盒']",14
"['巴法络', '高性能', '无线', '路由器', '赠送', '笔记本', '键盘', '膜']",14
"['三星', '青色', '墨粉']",14
"['三菱', '商教', '投影机']",14
"['易美逊', '英寸', '宽屏', '液晶', '显示器']",14
"['永发', '整体', '高', '厘米', '高领', '尊', '保险柜', '电子', '密码', '钥匙', '开启', '适合', '公司', '企业财务', '使用', '永发', '保险柜', '永发', '保险箱', '国标', '认证', '免费', '送货']",14
"['友基漫影', '数位', '板', '手写板', '绘图板', '级', '压感']",14
"['戴尔', '笔记本', '配件', '保护', '贴膜', '贴纸', '进口', '材料', '地图', '系列地图', '灵越']",14
"['超频', '三', '加勒比海', '至尊版', '根', '热管', '显卡', '散热器', '全', '镀镍']",14
"['腾讯', '股动', '中国', '股', '大赛', '专用', '炒股', '软件', '中国', '股', '大赛', '专用', '炒股', '软件']",14
"['得力', '可爱', '学生', '文具', '套装', '组合', '男女', '款', '时尚', '高档', '产品', '送礼', '好', '选择', '时尚']",14
"['路纯', '视频', '光端机']",14
"['海', '渊博', '游戏', '采集卡', '游戏', '视频', '采集卡', '视频', '捕获', '器', '视频', '采集', '棒', '转换', '后', '视频', '发送到', '手机', '或', '其他', '视频', '设备', '中', '最高', '输入', '分辨率', '为']",14
"['莱斯', '二盘位', '网络', '存储']",14
"['得力', '时尚', '办公', '文具', '套装', '蓝色']",14
"['奥睿科', '全铝免', '工具', '英寸', '串口', '双盘', '位', '硬盘盒', '硬盘', '拷贝机', '支持', '与', '智能', '休眠', '黑色', '双盘', '位', '脱机', '对考']",14
"['必联口', '全', '千兆', '以太网交换机']",14
"['宏基', '笔记本', '配件', '保护', '贴膜', '贴纸', '进口', '材料', '地图', '系列', '手绘', '地图']",14
"['天章', '多彩', '天章', '新绿', '彩色', '喷墨', '打印纸张', '包', '每包', '为', '一', '销售', '单位']",14
"['山石', '高性能', '多核', '安全', '网关']",14
"['键盘', '战队', '限量版', '键盘', '战队', '升级版']",14
"['富甲', '指纹', '保险箱', '办公', '家用', '保险柜']",14
"['九州', '风神', '暗黑', '版', '笔记本', '散热器', '寸', '风扇', '铝', '面板', '散热', '底座']",14
"['现代', '海力士', '台式机', '内存']",14
"['明基', '旗舰', '全高清', '全短', '焦', '投影机']",14
"['兄弟', '白底黑字', '标签', '打印', '色带', '促']",14
"['友讯', '家长', '无线', '路由器']",14
"['希捷', '新睿翼', '英寸', '移动硬盘']",14
"['佳能', '照片', '青色', '墨盒', '适用', '机型']",14
"['兄弟', '黑底白字', '标签', '色带']",14
"['奥图码', '投影机']",14
"['富士施乐', '黑白', '复合机', '复印机', '双面', '进稿']",14
"['酷奇', '新款', '三件套', '液晶屏', '清洁', '套装', '笔记本', '清洁', '套装', '电脑', '清洁', '套装']",14
"['花花公子', '君度', '宝珠笔', '经典', '黑白', '夹']",14
"['唯昕', '红光', '激光', '笔', '教鞭', '笔', '演讲', '必备', '号', '电池']",14
"['爱普生', '短距离', '商务', '投影机', '白色']",14
"['飚', '王', '蜂鸟', '寸', '接口', '移动', '硬盘盒']",14
"['富士施乐', '激光打印机']",14
"['齐心', '考勤机', '卡纸']",14
"['迪士尼', '学生', '文具', '米奇', '支装', '圆形', '铅笔', '礼盒', '套装', '黑色']",14
"['华硕主', '板']",14
"['金胜寸', '转寸', '光驱', '位', '硬盘', '架', '蓝色']",14
"['优派', '投影机']",14
"['银欣', '红色', '转接头', '电源', '延长线']",14
"['安兴', '纸业', '克', '复印纸', '蓝', '汇东', '蓝', '惠东', '复印纸', '张']",14
"['富士施乐', '黑白', '激光', '一体机', '打印', '复印', '传真', '扫描']",14
"['斯', '波兰', '四核', '网络', '高清', '播放器', '电视', '机顶盒', '子', '免费', '看电视', '秒', '换台', '内存', '闪存']",14
"['麦克', '赛尔']",14
"['清华紫光', '将军', '笔', '电脑', '手写板', '绘图板', '中文', '手写输入', '实用', '强']",14
"['宝得丽', '投影机', '灯泡', '适用', '于', '索尼']",14
"['天极', '风多', '平台', '散热器', '支持', '静音', '风扇']",14
"['索尼', '英寸', '笔记本电脑', '黑色', '独显']",14
"['松下', '热敏', '传真机', '黑色']",14
"['壹诺', '黑色', '双', '包装']",14
"['联想', '锋行', '四代', '内存', '硬盘', '独显寸', '台式机', '电脑']",14
"['广博', '彩色', '列', '二层', '等', '份', '电脑', '压感', '打印纸', '有', '撕', '边线', '页']",14
"['海盗船', '台式机', '内存']",14
"['纽曼', '白色', '寸', '电容', '屏', '主频', '平板', '电脑', '上网', '正品', '联保', '全网', '大', '促销']",14
"['西部数据', '转寸', '笔记本', '硬盘']",14
"['服务器', '两个', '千兆', '以太网卡', '热插拔', '电源']",14
"['单个', '无线电', '力猫', '智能', '无线', '路由器', '需', '配对']",14
"['迷你型', '无线', '网卡']",14
"['得力', '现金', '日记账', '本', '办公', '财务', '本', '理财', '记录本', '印刷', '清晰', '书写', '流畅']",14
"['优', '博讯', '刷卡', '扫描', '一体机', '机', '无线', '数据', '采集器', '无线', '巴枪', '快递', '物流', '专用']",14
"['三星', '台式机', '内存']",14
"['科创', '机柜', '玻璃门', '标准', '英寸', '网络设备', '专用', '机柜']",14
"['希捷', '新睿品', '英寸', '移动硬盘', '蓝色']",14
"['酷冷', '至尊', '龙影', '额定', '主动式', '模组化', '设计', '宽幅', '超', '静音', '风扇', '电源']",14
"['苹果', '平板', '电脑', '白色']",14
"['西玛', '支出', '凭单', '本包', '手写', '报', '账单']",14
"['便携', '计算器']",14
"['艾', '格特', '美国进口', '三星', '填充', '墨水', '套装', '碳', '零']",14
"['飞普达', '高炮', '高清晰', '摄像头', '无驱', '五', '玻', '软件', '增值', '可达', '万', '像素', '银黑']",14
"['集大', '上海', '名牌', '超值', '办公', '文件柜', '铁皮柜', '带锁', '矮柜', '档案柜', '开门', '柜', '原厂', '免费', '送货', '限', '上海']",14
"['爱普生', '投影机']",14
"['银欣', '散热器']",14
"['英雄', '高级', '烟斗', '铱金', '钢笔', '英雄', '钢笔']",14
"['金士顿', '金属', '旋转', '盘', '时尚', '创意', '盘', '优盘']",14
"['齐心', '学生', '文具', '标准', '橡皮', '块', '装']",14
"['硒鼓', '全新', '硒鼓']",14
"['松下', '电子扫描', '白板', '是', '演示', '会议', '的', '好帮手', '热敏纸', '打印', '屏']",14
"['齐心', '牛皮纸', '线', '装订', '本横格页', '本装']",14
"['齐心', '免', '软件', '免', '安装', '精准', '系列', '彩屏', '指纹', '考勤机']",14
"['台硕', '秘盒', '白色', '网络', '盒子', '双核', '高清', '网络', '播放器', '网络', '电视', '机顶盒']",14
"['腾达', '有线', '宽带', '猫', '调制解调器', '上网', '猫猫']",14
"['杰科', '网络', '高清', '播放器', '电视直播', '机顶盒']",14
"['宝得丽', '投影机', '灯泡', '适用', '于', '奥图码']",14
"['红海', '至尊版', '散热器']",14
"['轻松', '熊', '笔记本', '金属', '风扇', '迷你', '风扇', '静音', '小', '电扇', '寸', '小', '风扇', '夏季', '清凉', '必备', '白色']",14
"['技嘉', '主板']",14
"['腾达', '无线', '宽带', '路由器', '技术', '信号', '强劲']",14
"['版', '福建', '住院医师', '规范化', '培训', '考试', '宝典', '病理科', '考试', '题库', '软件', '人机对话', '激活码', '激活码', '免费', '试用']",14
"['卡杰', '日', '韩', '活页', '本', '办公', '文具用品', '笔记本', '多功能', '本', '记事本', '子', '商务', '活页', '笔记本', '紫色']",14
"['路尔新', '平板', '清洁', '套装', '等', '平板', '电脑', '清洁', '触摸', '设备', '电脑', '清洁']",14
"['爱', '您', '纳米', '通用', '成品', '网线', '电脑', '外设', '产品', '连接', '线缆', '以太网', '线', '电脑', '与', '交换机', '集线器', '路由器', '与', '集线器', '路由器', '的', '连接', '六类', '八芯', '双', '绞', '网线', '蓝色', '八芯', '双', '绞', '网线', '高速', '网络', '连接线', '全铜', '网线', '千兆', '网线', '猫', '连接', '路由器', '交换机', '网络', '连接线', '六类', '网线', '电脑', '网线', '上网', '线', '宽带', '线', '带', '水晶头', '即插即用', '黑色']",14
"['美工刀', '裁纸刀', '得力', '办公', '文具', '大', '号', '美工刀']",14
"['墨盒', '打印机', '墨盒', '二套', '适用', '爱普生', '喷墨', '打印机']",14
"['超频', '三', '黑海', '显卡', '散热器']",14
"['钢制', '文件柜', '办公', '资料', '柜', '铁皮柜', '带锁']",14
"['爱能', '达', '硬盘', '网络', '播放器', '安卓', '系统', '高清', '网络', '电视', '机顶盒']",14
"['英特尔', '酷睿', '双核', '全新', '架构', '盒装']",14
"['慧祥', '投影机', '灯泡', '适用', '于', '爱', '其']",14
"['美如画', '智能', '安卓', '双核', '高清', '网络', '播放器', '无线网络', '电视', '机顶盒']",14
"['罗技', '双引擎', '力反馈', '天驹度', '大', '转角']",14
"['明基', '乖巧', '鼠', '光电', '小', '鼠标']",14
"['得力', '办公', '文具', '号', '订书', '钉']",14
"['迪士尼', '幻镜', '系列', '黑', '海盗', '英寸', '移动硬盘']",14
"['惠普', '康柏', '笔记本电脑', '内置', '蓝光刻', '录', '光驱', '播放机', '驱动器', '刻录机', '串口', '接口', '适用', '于', '于', '系列']",14
"['金', '万年', '大容量', '中性笔', '签字笔', '水性', '笔', '按动', '中性笔']",14
"['得力', '收据', '三联单', '栏无碳', '复写', '收据', '本', '办公用品', '收据', '批发']",14
"['信诺位', '桌面', '型', '计算器', '系列']",14
"['转转', '端子', '高清', '电脑', '转换', '电视', '视频', '转换器']",14
"['安视威', '监控卡', '笔记本', '专用', '监控', '采集卡']",14
"['九州', '风神', '玄冰多', '平台', '散热器']",14
"['创新', '科技', '金', '得利', '文具', '型号', '寸', '文件夹', '寸', '标准', '快捞', '价格', '个']",14
"['宝得丽', '投影机', '灯泡', '适用', '于', '三洋']",14
"['腾达', '即插即用', '口', '百兆', '交换机']",14
"['索厉', '台式机', '后置', '口', '扩展', '挡板', '插槽']",14
"['英寸', '笔记本电脑', '摄像头', '成都市', '内个', '小时', '送', '达到']",14
"['英寸', '超极本', '高分', '触摸屏', '独显', '指纹', '寰宇', '黑']",14
"['华为', '英寸', '平板', '电脑', '银色']",14
"['航嘉多核', '额定', '电源']",14
"['年', '主治医师', '中级职称', '考试', '宝典', '教材', '辅导', '软件', '放射医学', '真题', '全真', '模拟', '题库', '人机对话', '激活码', '专业', '代码']",14
"['康亿', '点钞机', '语音', '报读', '全智能', '验钞机']",14
"['华为', '上网卡', '无线', '路由器', '无线', '猫', '中国联通']",14
"['主管', '桌', '员工', '桌', '职员', '桌带', '屏风', '隔断']",14
"['斐讯', '无线', '路由器', '海外版', '国美', '自营', '品质', '保证']",14
"['雷柏', '无线', '鼠标', '多色']",14
"['爱普生', '原装', '色带', '色带', '芯', '色带', '框']",14
"['迅捷', '无线', '宽带', '路由器']",14
"['富士施乐', '彩色打印机']",14
"['三星', '激光', '彩色', '无线网络', '打印机']",14
"['唯纳智', '猎魔', '人中', '塔式', '游戏机', '箱炫蓝', '风扇', '完美', '背线', '电源', '下置', '黑化']",14
"['宝得丽', '投影机', '灯泡', '适用', '于', '东芝']",14
"['戴尔', '英寸', '笔记本电脑', '红色']",14
"['欣码', '彩色', '珠宝', '标签', '珠宝', '吊牌', '首饰', '标签', '款式', '可', '订制', '张卷', '现货', '富贵', '吉祥']",14
"['天威', '色带架', '适用']",14
"['绿伞', '电脑', '清洁', '巾', '片袋', '清洁', '电脑', '保护', '眼睛', '速干', '不', '留痕']",14
"['全新', '原装', '正品', '便携式', '外置', '光驱', '刻录机', '播放机', '驱动器', '黑色']",14
"['高清', '摄像头', '适用', '笔记本电脑', '台式机', '摄像头']",14
"['威刚', '游戏', '威', '龙套', '台式机', '内存']",14
"['戴尔', '外置', '连接', '黑色']",14
"['松下', '投影机', '流明', '商用', '和', '教育', '机']",14
"['芬尚', '韩国', '文具', '创意', '简约', '文件夹', '棕色']",14
"['佳能', '硒鼓', '适用', '硒鼓']",14
"['版', '山东', '住院医师', '规范化', '培训', '考试', '宝典', '眼科', '阶段', '考试', '题库', '软件', '人机对话', '激活码', '免费', '试用']",14
"['步步高', '数字', '无绳电话', '子母机', '无线', '座机', '家用', '办公', '时尚', '钢琴', '烤', '漆', '材质', '高档', '尊贵', '典雅', '白']",14
"['富士施乐', '幅面', '张', '黑白', '数码', '复合机', '复印', '网打', '网扫', '双面', '器', '主机', '加', '国产', '工作台', '外埠']",14
"['爱', '您', '纳', '成品', '网线', '米', '通用', '老', '台式', '电脑', '笔记本', '平板', '电脑', '手提电脑', '迷你', '电脑', '电脑', '外设', '产品', '连接', '线缆', '以太网', '线', '电脑', '与', '交换机', '集线器', '路由器', '与', '集线器', '路由器', '的', '连接', '六类', '八芯', '双', '绞', '网线', '蓝色', '八芯', '双', '绞', '网线', '高速', '网络', '连接线', '全铜', '网线', '千兆', '网线', '猫', '连接', '路由器', '交换机', '网络', '连接线', '六类', '网线', '电脑', '网线', '上网', '线', '宽带', '线', '带', '水晶头', '即', '插', '即']",14
"['北通', '阿修罗', '有线', '震动', '自由', '足球', '定制', '版', '游戏', '手柄', '镜面', '黑']",14
"['天威', '立信', '专业', '金装', '硒鼓', '黑色']",14
"['爱宝', '快餐', '管理软件', '升级版', '带', '加密狗']",14
"['颐然', '家居', '电脑', '防尘', '电脑', '清洁', '电脑', '擦', '棉绒', '制品', '电脑', '清洁', '布', '发货', '花色', '随机', '黄色', '小老虎', '电脑', '清洁', '布']",14
"['艾', '格特', '易加粉', '适用', '于', '兄弟', '大容量', '粉盒', '非', '硒鼓', '鼓架', '仅', '适用', '于', '国产', '机型', '港版', '机型', '无法', '使用', '高容量', '黑色', '外壳']",14
"['华为', '口', '百兆', '交换机', '支持']",14
"['派克笔', '芯', '宝珠笔', '芯', '黑色', '细号']",14
"['得宝', '防火', '文件柜', '斗']",14
"['恒希', '智能', '多', '媒体播放器']",14
"['惠普', '激光打印机']",14
"['普', '顺达', '即插即用', '无线网络', '摄像头', '灰色']",14
"['比克', '超值', '按动', '式', '圆珠笔', '蓝色', '紫杆', '支盒']",14
"['索爱寸', '平板', '电脑']",14
"['爱普生', '墨仓式', '一体机', '打印', '复印', '扫描', '超', '受欢迎', '墨仓式', '三合一', '单页', '成本', '一分', '五', '耗材', '省才', '是', '真的', '省']",14
"['东方', '中原', '红外', '双笔', '书写', '电子白板']",14
"['口', '千兆', '交换机']",14
"['路', '监控', '视频', '采集卡', '视频卡', '手机', '监控', '高清', '龙视安']",14
"['上海', '办公', '家具', '办公椅', '职员', '椅', '休闲椅']",14
"['清华紫光', '将军', '笔', '电脑', '手写板', '绘图板', '中文', '手写输入', '实用', '强']",14
"['原色', '连续', '供墨', '墨水', '兼容', '惠普', '佳能', '爱普生', '墨盒', '单支装', '蓝色']",14
"['昂达', '加强版', '寸', '平板', '电脑', '黑色']",14
"['优', '利德', '数字', '测温仪']",14
"['真赫', '电力', '猫', '一对', '千兆', '网口', '电力线', '适配器', '电力', '网卡']",14
"['沙漠', '飞鹰', '幽灵', '狼', '鼠标垫', '灰色']",14
"['小米', '新', '小米', '盒子', '高清', '网络', '播放器', '网络', '机顶盒', '标准版']",14
"['联想', '笔记本', '配件', '外壳', '保护', '贴膜', '进口', '材料', '金属', '质感', '联想']",14
"['艾泰商', '睿', '全', '千兆', '宽带网', '关', '路由器']",14
"['索厉', '电脑', '插孔', '防尘', '塞个', '装']",14
"['日上', '散热器', '暖气', '铜', '铝', '复合', '系列', '色号', '标注', '为', '每片', '价格', '柱高']",14
"['大功率', '无线', '网卡', '王卡皇', '公里', '网络', '增强', '放大', '接收器']",14
"['光电', '通', '热敏纸', '传真机', '黑色']",14
"['域展', '无线', '路由器', '限', '迅雷', '管控']",14
"['罗技', '游戏', '鼠标']",14
"['迅捷', '无线', '宽带', '路由器']",14
"['年', '中西医', '结合', '执业', '医师资格', '考试', '宝典', '真题', '题库', '医学', '考试', '软件']",14
"['电脑', '清洁', '吹', '气球', '的', '好帮手']",14
"['摩托罗拉', '电话机', '背光', '追拨', '功能', '固定', '电话', '座机', '白色']",14
"['惠普', '硒鼓', '格之格']",14
"['华为', '秘盒', '足球', '版', '迄今', '真正', '发烧', '的', '网络', '盒子', '核', '高清', '网络', '播放器', '网络', '电视', '机顶盒']",14
"['外星人', '英寸', '游戏', '本', '睥睨', '天下', '独显', '游戏', '利器']",14
"['松下', '传真机', '黑色']",14
"['世', '特力', '裸族', '便携式', '专业', '集线器', '扩展', '分线器', '口', '集线器', '转换器', '黑色']",14
"['财友报', '表皮', '报表', '装订', '封面', '会计报表', '套包']",14
"['微星', '游戏', '本', '电脑', '笔记本']",14
"['创新', '科技', '考勤机', '得力', '打卡机', '考勤钟']",14
